Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,UPV Device Brand & Model,Transducer Diameter (mm),Transducer Frequency (kHz),Standard,Test Type,No. Tests,"Average Velocity, Vp (m/s)",Compression Specimen,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes,
Baqer (2008),SC2_S87,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3670,Cube,100.0,100.0,14,0.65,,,12.05,10.85,9.00,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S88,Iraq,Element - Laboratory,21,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4090,Cube,100.0,100.0,14,0.65,,,17.41,15.67,13.01,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S89,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4200,Cube,100.0,100.0,14,0.65,,,22.32,20.09,16.67,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S90,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4250,Cube,100.0,100.0,14,0.65,,,18.08,16.27,13.51,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S91,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3430,Cube,100.0,100.0,14,0.80,,,10.27,9.24,7.67,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S92,Iraq,Element - Laboratory,21,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3630,Cube,100.0,100.0,14,0.80,,,11.16,10.04,8.34,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S93,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3690,Cube,100.0,100.0,14,0.80,,,11.83,10.65,8.84,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S94,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3800,Cube,100.0,100.0,14,0.80,,,13.39,12.05,10.00,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S95,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3030,Cube,100.0,100.0,20,0.80,,,6.70,6.03,5.00,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S96,Iraq,Element - Laboratory,21,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3510,Cube,100.0,100.0,20,0.80,,,8.04,7.24,6.01,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S97,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3840,Cube,100.0,100.0,20,0.80,,,8.48,7.63,6.33,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S98,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3740,Cube,100.0,100.0,20,0.80,,,9.82,8.84,7.34,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S99,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3140,Cube,100.0,100.0,5,0.80,,,9.38,8.44,7.01,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S100,Iraq,Element - Laboratory,21,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3350,Cube,100.0,100.0,5,0.80,,,9.38,8.44,7.01,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S101,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3390,Cube,100.0,100.0,5,0.80,,,10.71,9.64,8.00,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S102,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3510,Cube,100.0,100.0,5,0.80,,,10.04,9.04,7.50,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S103,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3930,Cube,100.0,100.0,5,0.80,,,13.39,12.05,10.00,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S104,Iraq,Element - Laboratory,21,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4040,Cube,100.0,100.0,5,0.80,,,11.16,10.04,8.34,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S105,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4110,Cube,100.0,100.0,5,0.80,,,15.40,13.86,11.50,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S106,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4160,Cube,100.0,100.0,5,0.80,,,12.95,11.66,9.67,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S107,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,1320,Cube,100.0,100.0,14,0.90,,,3.57,3.21,2.67,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S108,Iraq,Element - Laboratory,21,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3190,Cube,100.0,100.0,14,0.90,,,5.13,4.62,3.83,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S109,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3440,Cube,100.0,100.0,14,0.90,,,5.80,5.22,4.33,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC2_S110,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3340,Cube,100.0,100.0,14,0.90,,,5.36,4.82,4.00,Steam curing at 2 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S1,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4170,Cube,100.0,100.0,14,0.40,,,39.73,35.76,29.68,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S2,Iraq,Element - Laboratory,21,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4300,Cube,100.0,100.0,14,0.40,,,44.20,39.78,33.02,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S3,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4310,Cube,100.0,100.0,14,0.40,,,43.30,38.97,32.35,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S4,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4370,Cube,100.0,100.0,14,0.40,,,41.52,37.37,31.02,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S5,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4470,Cube,100.0,100.0,10,0.40,,,43.75,39.38,32.68,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S6,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4630,Cube,100.0,100.0,10,0.40,,,47.77,42.99,35.68,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S7,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4600,Cube,100.0,100.0,10,0.40,,,43.30,38.97,32.35,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S8,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4060,Cube,100.0,100.0,14,0.40,,,36.16,32.54,27.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S9,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4510,Cube,100.0,100.0,14,0.40,,,39.73,35.76,29.68,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S10,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4530,Cube,100.0,100.0,14,0.40,,,34.82,31.34,26.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S11,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3990,Cube,100.0,100.0,5,0.80,,,24.33,21.90,18.17,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S12,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4360,Cube,100.0,100.0,20,0.45,,,29.46,26.51,22.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S13,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4420,Cube,100.0,100.0,20,0.45,,,33.48,30.13,25.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S14,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4030,Cube,100.0,100.0,10,0.45,,,24.55,22.10,18.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S15,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4440,Cube,100.0,100.0,10,0.45,,,28.13,25.32,21.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S16,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4530,Cube,100.0,100.0,10,0.45,,,31.92,28.73,23.84,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S17,Iraq,Element - Laboratory,4,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4200,Cube,100.0,100.0,14,0.45,,,20.54,18.49,15.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S18,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4510,Cube,100.0,100.0,14,0.45,,,31.25,28.13,23.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S19,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4540,Cube,100.0,100.0,14,0.45,,,35.27,31.74,26.35,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S20,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4030,Cube,100.0,100.0,14,0.45,,,27.23,24.51,20.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S21,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4540,Cube,100.0,100.0,14,0.45,,,30.80,27.72,23.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S22,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4580,Cube,100.0,100.0,14,0.45,,,32.14,28.93,24.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S23,Iraq,Element - Laboratory,3,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4230,Cube,100.0,100.0,20,0.48,,,12.50,11.25,9.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S24,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4340,Cube,100.0,100.0,14,0.50,,,16.52,14.87,12.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S25,Iraq,Element - Laboratory,7,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3830,Cube,100.0,100.0,14,0.50,,,16.07,14.46,12.00,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S26,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3920,Cube,100.0,100.0,14,0.50,,,14.29,12.86,10.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S27,Iraq,Element - Laboratory,7,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3920,Cube,100.0,100.0,14,0.50,,,15.63,14.07,11.68,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S28,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4000,Cube,100.0,100.0,14,0.50,,,17.19,15.47,12.84,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S29,Iraq,Element - Laboratory,7,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4120,Cube,100.0,100.0,14,0.50,,,16.07,14.46,12.00,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S30,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4280,Cube,100.0,100.0,14,0.50,,,18.30,16.47,13.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S31,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4440,Cube,100.0,100.0,14,0.50,,,25.89,23.30,19.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S32,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3830,Cube,100.0,100.0,14,0.50,,,20.98,18.88,15.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S33,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4320,Cube,100.0,100.0,14,0.50,,,26.79,24.11,20.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S34,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3920,Cube,100.0,100.0,14,0.50,,,17.86,16.07,13.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S35,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4230,Cube,100.0,100.0,14,0.50,,,23.66,21.29,17.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S36,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3720,Cube,100.0,100.0,5,0.50,,,20.98,18.88,15.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S37,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4070,Cube,100.0,100.0,5,0.50,,,23.21,20.89,17.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S38,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3540,Cube,100.0,100.0,5,0.50,,,13.84,12.46,10.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S39,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3840,Cube,100.0,100.0,5,0.50,,,15.63,14.07,11.68,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S40,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3850,Cube,100.0,100.0,10,0.50,,,16.96,15.26,12.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S41,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4240,Cube,100.0,100.0,10,0.50,,,19.87,17.88,14.84,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S42,Iraq,Element - Laboratory,5,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3820,Cube,100.0,100.0,10,0.50,,,9.82,8.84,7.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S43,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4090,Cube,100.0,100.0,10,0.50,,,11.61,10.45,8.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S44,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4350,Cube,100.0,100.0,20,0.50,,,23.21,20.89,17.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S45,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4620,Cube,100.0,100.0,20,0.50,,,26.79,24.11,20.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S46,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4640,Cube,100.0,100.0,20,0.50,,,27.46,24.71,20.51,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S47,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4250,Cube,100.0,100.0,20,0.50,,,21.43,19.29,16.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S48,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4540,Cube,100.0,100.0,20,0.50,,,24.55,22.10,18.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S49,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4640,Cube,100.0,100.0,20,0.50,,,26.79,24.11,20.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S50,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4180,Cube,100.0,100.0,20,0.50,,,18.30,16.47,13.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S51,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4440,Cube,100.0,100.0,20,0.50,,,22.54,20.29,16.84,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S52,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4570,Cube,100.0,100.0,20,0.50,,,25.00,22.50,18.68,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S53,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3900,Cube,100.0,100.0,20,0.50,,,18.30,16.47,13.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S54,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4370,Cube,100.0,100.0,20,0.50,,,23.21,20.89,17.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S55,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4400,Cube,100.0,100.0,20,0.50,,,26.79,24.11,20.01,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S56,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4090,Cube,100.0,100.0,14,0.56,,,23.66,21.29,17.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S57,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4410,Cube,100.0,100.0,14,0.56,,,17.86,16.07,13.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S58,Iraq,Element - Laboratory,7,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3850,Cube,100.0,100.0,14,0.56,,,11.16,10.04,8.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S59,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4090,Cube,100.0,100.0,14,0.56,,,12.95,11.66,9.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S60,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3850,Cube,100.0,100.0,14,0.56,,,12.50,11.25,9.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S61,Iraq,Element - Laboratory,7,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3930,Cube,100.0,100.0,14,0.56,,,14.29,12.86,10.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S62,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4130,Cube,100.0,100.0,14,0.56,,,11.61,10.45,8.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S63,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3570,Cube,100.0,100.0,14,0.56,,,9.82,8.84,7.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S64,Iraq,Element - Laboratory,7,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3770,Cube,100.0,100.0,14,0.56,,,11.61,10.45,8.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S65,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4000,Cube,100.0,100.0,14,0.56,,,11.61,10.45,8.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S66,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4280,Cube,100.0,100.0,14,0.50,,,32.59,29.33,24.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S67,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4750,Cube,100.0,100.0,14,0.50,,,32.59,29.33,24.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S68,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3200,Cube,100.0,100.0,14,0.60,,,7.14,6.43,5.33,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S69,Iraq,Element - Laboratory,7,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3350,Cube,100.0,100.0,14,0.60,,,4.46,4.01,3.33,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S70,Iraq,Element - Laboratory,3,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3790,Cube,100.0,100.0,14,0.60,,,11.16,10.04,8.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S71,Iraq,Element - Laboratory,7,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4020,Cube,100.0,100.0,14,0.60,,,11.61,10.45,8.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S72,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3500,Cube,100.0,100.0,14,0.60,,,7.14,6.43,5.33,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S73,Iraq,Element - Laboratory,7,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3590,Cube,100.0,100.0,14,0.60,,,6.25,5.63,4.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S74,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3540,Cube,100.0,100.0,14,0.60,,,10.27,9.24,7.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S75,Iraq,Element - Laboratory,7,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3790,Cube,100.0,100.0,14,0.60,,,9.82,8.84,7.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S76,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3690,Cube,100.0,100.0,14,0.65,,,11.38,10.24,8.50,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S77,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4100,Cube,100.0,100.0,14,0.65,,,16.52,14.87,12.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S78,Iraq,Element - Laboratory,60,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,4190,Cube,100.0,100.0,14,0.65,,,17.86,16.07,13.34,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S79,Iraq,Element - Laboratory,2,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3340,Cube,100.0,100.0,14,0.80,,,8.93,8.04,6.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S80,Iraq,Element - Laboratory,21,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3570,Cube,100.0,100.0,14,0.80,,,12.95,11.66,9.67,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
Baqer (2008),SC4_S81,Iraq,Element - Laboratory,28,FALSE,PUNDIT,,55,ASTM C597 (2002),Direct,1,3670,Cube,100.0,100.0,14,0.80,,,13.62,12.26,10.17,Steam curing at 4 bars pressure.  Surface waves (R-waves) reported also.,
